id,text,language,llm_prediction
msg_0629,Portal no kɔ so ka sɛ ‘adansedi nkrataa a ɛnteɛ’ bere a mekyerɛw me password no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,YES
msg_0630,Minyɛɛɛ mikɛ mi-email kɛ paswɛd lɛ abote mli eyɛ mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Ofainɛ ye obua mi koni matsu enɛ he nii koni maya nɔ matsu mi nitsumɔ lɛ he nii.,ga,YES
msg_0631,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0632,The system logs me out immediately after I try to log in with my details. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_0633,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0634,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0635,I cannot log in with my email and password even though I am sure the details are correct. I have been trying for the past two hours without success.,en,YES
msg_0636,Portal no kɔ so ka sɛ ‘adansedi nkrataa a ɛnteɛ’ bere a mekyerɛw me password no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,YES
msg_0637,I tried resetting my password but I am not receiving any reset link in my email. This started happening this morning.,en,YES
msg_0638,The portal keeps saying 'invalid credentials' when I enter my password. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_0639,I cannot log in with my email and password even though I am sure the details are correct. I also cleared my cache and still faced the same problem.,en,YES
msg_0640,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport akontaabu mu. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic fail message ara kwa.",ak,YES
msg_0641,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0642,"After changing my password, I still cannot sign in to my passport account. I even tried using another laptop but nothing changed.",en,YES
msg_0643,"I tried resetting my password but I am not receiving any reset link in my email. There was no clear error code, just a generic failure message.",en,YES
msg_0644,Nhyehyɛe no kyerɛw me bere a mebɔ mmɔden sɛ mede me nsɛm bɛhyɛ mu akyi pɛɛ. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0645,"Esi nye nyagbe ɣaɣla trɔ vɔ la, nyemate ŋu age ɖe nye mɔzɔgbalẽ ƒe akɔnta me kokoko o. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0646,Portal no kɔ so ka sɛ ‘adansedi nkrataa a ɛnteɛ’ bere a mekyerɛw me password no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,YES
msg_0647,"Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0648,I tried resetting my password but I am not receiving any reset link in my email. I even tried using another laptop but nothing changed.,en,NO
msg_0649,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0650,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
msg_0651,"After changing my password, I still cannot sign in to my passport account. I have tried using different browsers but the issue remains.",en,YES
msg_0652,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0653,Nyemate ŋu atsɔ nye e-mail kple nyagbegbɔgblɔ age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Medze agbagba be mazã nyatakakadzraɖoƒe vovovowo gake nya la gakpɔtɔ li.,ew,YES
msg_0654,I tried resetting my password but I am not receiving any reset link in my email. Please check from your side if there is a system issue.,en,YES
msg_0655,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0656,Portal no kɔ so ka sɛ 'adansedi nkrataa a ɛnteɛ' bere a mekyerɛw me password no. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0657,Nuɖoanyia ŋlɔm ɖi ne medze agbagba be matsɔ nye nyatakakawo age ɖe eme vɔ teti. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.,ew,YES
msg_0658,Gbɛjianɔtoo lɛ kɛ mi woɔ mli amrɔ nɔŋŋ beni mibɔ mɔdɛŋ ni mikɛ misaji lɛ awo mli lɛ sɛɛ. Mikɛ ŋmɛlɛtswai enyɔ ni eho ni omanyeyeli ko bɛ mli lɛ ebɔ mɔdɛŋ.,ga,NO
msg_0659,"After changing my password, I still cannot sign in to my passport account. Please check from your side if there is a system issue.",en,YES
msg_0660,Gbɛjianɔtoo lɛ kɛ mi woɔ mli amrɔ nɔŋŋ beni mibɔ mɔdɛŋ ni mikɛ misaji lɛ awo mli lɛ sɛɛ. Ofainɛ ye obua mi ni matsu enɛ he nii koni maya nɔ matsu mibimɔ lɛ he nii.,ga,YES
msg_0661,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport akontaabu mu. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic fail message ara kwa.",ak,YES
msg_0662,Nuɖoanyia ŋlɔm ɖi ne medze agbagba be matsɔ nye nyatakakawo age ɖe eme teti. Esia le nye mɔzɔzɔ ŋuti ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0663,I cannot log in with my email and password even though I am sure the details are correct. I have tried using different browsers but the issue remains.,en,YES
msg_0664,The system logs me out immediately after I try to log in with my details. I am doing this from Accra using a stable internet connection.,en,YES
msg_0665,"Esi nye nyagbe ɣaɣla trɔ vɔ la, nyemate ŋu age ɖe nye mɔzɔgbalẽ ƒe akɔnta me kokoko o. Mete kɔmpiuta bubu zazã kpɔ gɔ̃ hã kpɔ gake naneke metrɔ o.",ew,YES
msg_0666,Agbo la yia edzi gblɔna be ‘ɖaseɖigbalẽ siwo mesɔ o’ ne meŋlɔ nye nyagbe ɣaɣla. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0667,Miisumɔ ni mato mi paswɛd lɛ he gbɛjianɔ ekoŋŋ shi minine shɛɛɛ reset linki ko nɔ yɛ mi email lɛ mli. Mikɛ laptop kroko po bɔ mɔdɛŋ ni mikɛ laptop kroko atsu nii shi nɔ ko nɔ ko tsakeee.,ga,YES
msg_0668,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
msg_0669,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0670,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me akwantu tumi krataa akontaabu mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.",ak,YES
msg_0671,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0672,Portal no kɔ so ka sɛ ‘adansedi nkrataa a ɛnteɛ’ bere a mekyerɛw me password no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0673,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0674,I cannot log in with my email and password even though I am sure the details are correct. I have tried using different browsers but the issue remains.,en,YES
msg_0675,"Esi nye nyagbe ɣaɣla trɔ vɔ la, nyemate ŋu age ɖe nye mɔzɔgbalẽ ƒe akɔnta me kokoko o. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.",ew,YES
msg_0676,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0677,The system logs me out immediately after I try to log in with my details. This started happening this morning.,en,YES
msg_0678,"Nhyehyɛe no kyerɛw me fi mu bere a mebɔɔ mmɔden sɛ mede me nsɛm bɛhyɛ mu akyi pɛɛ no. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0679,"Bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no kyerɛw me nsɛm. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.",ak,YES
msg_0680,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0681,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0682,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0683,The system logs me out immediately after I try to log in with my details. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_0684,Mete nye nyagbe ɣaɣla gbugbɔgaɖoɖo kpɔ gake nyemele reset link aɖeke xɔm le nye email me o. Medze agbagba be mazã web-browser vovovowo gake nya la gakpɔtɔ li.,ew,YES
msg_0685,"Nhyehyɛe no kyerɛw me fi mu bere a mebɔɔ mmɔden sɛ mede me nsɛm bɛhyɛ mu akyi pɛɛ no. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0686,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0687,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
msg_0688,I cannot log in with my email and password even though I am sure the details are correct. I have been trying for the past two hours without success.,en,NO
msg_0689,"Bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no kyerɛw me nsɛm. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.",ak,YES
msg_0690,Minyɛɛɛ mikɛ mi-email kɛ paswɛd lɛ abote mli eyɛ mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Ofainɛ ye obua mi koni matsu enɛ he nii koni maya nɔ matsu mi nitsumɔ lɛ he nii.,ga,YES
msg_0691,Nuɖoanyia do go le esi medze agbagba be mage ɖe eme kple nye nyatakakawo vɔ megbe teti. Mele esia wɔm tso Accra to internet kadodo si li ke zazã me.,ew,YES
msg_0692,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport akontaabu mu. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic fail message ara kwa.",ak,YES
msg_0693,"Bere a mebɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no kyerɛw me. Yɛsrɛ sɛ hwɛ sɛ nhyehyɛe bi wɔ hɔ a ɛsɛ sɛ woyɛ.",ak,YES
msg_0694,The system logs me out immediately after I try to log in with my details. This started happening this morning.,en,YES
msg_0695,Nhyehyɛe no kyerɛw me fi mu bere a mebɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0696,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0697,I tried resetting my password but I am not receiving any reset link in my email. Kindly assist me to resolve this so I can continue my application.,en,NO
msg_0698,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0699,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0700,Portal lɛ yaa nɔ ekɛɔ hegbɛi ni he hiaa kɛji mikɛ mi-password lɛ wo mli. Ofainɛ kwɛmɔ ohe kɛji gbɛjianɔtoo ko yɛ.,ga,YES
msg_0701,"After changing my password, I still cannot sign in to my passport account. I have tried using different browsers but the issue remains.",en,YES
msg_0702,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mehyɛn me password mu no. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0703,"Nyemate ŋu atsɔ nye e-mail kple nyagbe ɣaɣla age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0704,The portal keeps saying 'invalid credentials' when I enter my password. This is delaying my travel plans and I need urgent help.,en,YES
msg_0705,"After changing my password, I still cannot sign in to my passport account. I even tried using another laptop but nothing changed.",en,YES
msg_0706,Mete nye nyagbea gbugbɔgaɖoɖo kpɔ gake nyemele reset link aɖeke xɔm le nye email me o. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.,ew,YES
msg_0707,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0708,Mete kpɔ be nàgbugbɔ nye nyagbea aɖo gake nyemele reset link aɖeke xɔm le nye email me o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.,ew,YES
msg_0709,Nuɖoanyia ŋlɔm ɖi ne medze agbagba be matsɔ nye nyatakakawo age ɖe eme teti. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.,ew,YES
msg_0710,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0711,Portal no kɔ so ka sɛ ‘adansedi nkrataa a ɛnteɛ’ bere a mekyerɛw me password no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,YES
msg_0712,Nyemate ŋu atsɔ nye e-mail kple nyagbegbɔgblɔ age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Medze agbagba be mazã nyatakakadzraɖoƒe vovovowo gake nya la gakpɔtɔ li.,ew,NO
msg_0713,I tried resetting my password but I am not receiving any reset link in my email. I even tried using another laptop but nothing changed.,en,YES
msg_0714,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0715,"Bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no kyerɛw me fi mu. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0716,"After changing my password, I still cannot sign in to my passport account. Kindly assist me to resolve this so I can continue my application.",en,YES
msg_0717,"The portal keeps saying 'invalid credentials' when I enter my password. There was no clear error code, just a generic failure message.",en,YES
msg_0718,Minyɛɛɛ mikɛ mi-email kɛ paswɛd lɛ abote mli eyɛ mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Mikɛ ŋmɛlɛtswai enyɔ ni eho lɛ ebɔ mɔdɛŋ ni maye omanye.,ga,YES
msg_0719,"After changing my password, I still cannot sign in to my passport account. I have tried using different browsers but the issue remains.",en,YES
msg_0720,Mete kpɔ be nàgbugbɔ nye nyagbea aɖo gake nyemele reset link aɖeke xɔm le nye email me o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.,ew,YES
msg_0721,"Beni otsake mi-password lɛ sɛɛ lɛ, minyɛɛɛ mikɛ mihe awo mi passport akaunt lɛ mli lolo. Tɔmɔ ko bɛ, shɛɛ sane ko ni yeee omanye kɛkɛ.",ga,YES
msg_0722,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Eyi fii ase sii anɔpa yi.,ak,NO
msg_0723,The portal keeps saying 'invalid credentials' when I enter my password. This is delaying my travel plans and I need urgent help.,en,NO
msg_0724,"Bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no fii ase sii anɔpa yi.",ak,YES
msg_0725,I cannot log in with my email and password even though I am sure the details are correct. I am doing this from Accra using a stable internet connection.,en,YES
msg_0726,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0727,The portal keeps saying 'invalid credentials' when I enter my password. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_0728,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0729,Nyemate ŋu atsɔ nye email kple nyagbegbɔgblɔ age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Esia dze egɔme nɔ edzi yim ŋdi sia.,ew,YES
msg_0730,"Beni otsake mi-password lɛ sɛɛ lɛ, minyɛɛɛ mikɛ mihe awo mi passport akaunt lɛ mli lolo. Enɛ miiha mi gbɛfaa he gbɛjianɔtoo lɛ miiba shi ni ehe miihia ni maye mabua oya.",ga,YES
msg_0731,Portal lɛ yaa nɔ ekɛɔ hegbɛi ni bɛ shiŋŋ kɛji mikɛ mi-password lɛ wo mli. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.,ga,YES
msg_0732,"After changing my password, I still cannot sign in to my passport account. There was no clear error code, just a generic failure message.",en,YES
msg_0733,"The portal keeps saying 'invalid credentials' when I enter my password. There was no clear error code, just a generic failure message.",en,YES
msg_0734,The system logs me out immediately after I try to log in with my details. I have been trying for the past two hours without success.,en,YES
msg_0735,I cannot log in with my email and password even though I am sure the details are correct. This is delaying my travel plans and I need urgent help.,en,YES
msg_0736,Nyemate ŋu atsɔ nye e-mail kple nyagbegbɔgblɔ age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0737,Minyɛɛɛ mikɛ mi email kɛ paswɛd lɛ abote mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Mikɛ laptop kroko po bɔ mɔdɛŋ shi nɔ ko nɔ ko tsakeee.,ga,YES
msg_0738,Nyemate ŋu atsɔ nye e-mail kple nyagbegbɔgblɔ age ɖe eme o togbɔ be meka ɖe edzi be nyatakakaawo sɔ hã. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0739,Nhyehyɛe no kyerɛw me bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0740,Nhyehyɛe no kyerɛw me bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0741,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.",ak,YES
msg_0742,Minyɛɛɛ mikɛ mi email kɛ paswɛd lɛ abote mli eyɛ mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Enɛ miiha mi gbɛfaa he gbɛjianɔtoo lɛ miiba shi ni ehe miihia ni maye mabua oya.,ga,YES
msg_0743,Minyɛɛɛ mikɛ mi-email kɛ paswɛd lɛ abote mli eyɛ mli eyɛ mli akɛ miyɛ nɔmimaa akɛ saji lɛ ja moŋ. Mikɛ ŋmɛlɛtswai enyɔ ni eho lɛ ebɔ mɔdɛŋ ni maye omanye.,ga,YES
msg_0744,The portal keeps saying 'invalid credentials' when I enter my password. Please check from your side if there is a system issue.,en,YES
msg_0745,"Esi nye nyagbe ɣaɣla trɔ vɔ la, nyemate ŋu age ɖe nye mɔzɔgbalẽ ƒe akɔnta me kokoko o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.",ew,YES
msg_0746,I cannot log in with my email and password even though I am sure the details are correct. This is delaying my travel plans and I need urgent help.,en,YES
msg_0747,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0748,"Ne nye nyagbe ɣaɣla trɔ vɔ la, nyemate ŋu age ɖe nye mɔzɔgbalẽ ƒe akɔnta me kokoko o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.",ew,YES
msg_0749,"Beni otsake mi-password lɛ sɛɛ lɛ, minyɛɛɛ mikɛ mihe awo mi passport akaunt lɛ mli lolo. Tɔmɔ ko bɛ, shɛɛ sane ko ni yeee omanye kɛkɛ.",ga,YES
msg_0750,Mintumi mfa me email ne me password nkɔ mu ɛwom mpo sɛ migye di sɛ nsɛm no teɛ de. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0751,Mebɔɔ mmɔden sɛ mɛsan de me password no asi hɔ nanso merennya reset link biara wɔ me email mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0752,The portal keeps saying 'invalid credentials' when I enter my password. I have been trying for the past two hours without success.,en,NO
msg_0753,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0754,Nuɖoanyia ŋlɔm ɖi ne medze agbagba be matsɔ nye nyatakakawo age ɖe eme teti. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.,ew,YES
msg_0755,"Nhyehyɛe no kyerɛw me fi mu bere a mebɔɔ mmɔden sɛ mede me nsɛm bɛhyɛ mu akyi pɛɛ no. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0756,The portal keeps saying 'invalid credentials' when I enter my password. I have been trying for the past two hours without success.,en,YES
msg_0757,Mete nye nyagbea gbugbɔgaɖoɖo kpɔ gake nyemele reset link aɖeke xɔm le nye email me o. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.,ew,YES
msg_0758,Portal no kɔ so ka sɛ ‘ɛnyɛ nea ɛfata’ bere a mekyerɛw me password no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0759,Portal no kɔ so ka sɛ 'adansedi nkrataa a ɛnteɛ' bere a mekyerɛw me password no. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0760,Agbo la yia edzi gblɔna be ‘ɖaseɖigbalẽ siwo mesɔ o’ ne meŋlɔ nye nyagbe ɣaɣla. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.,ew,YES
msg_0761,Nhyehyɛe no kyerɛw me fi mu bere a mebɔɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0762,I cannot log in with my email and password even though I am sure the details are correct. I also cleared my cache and still faced the same problem.,en,YES
msg_0763,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0764,"Bere a mebɔ mmɔden sɛ mede me ho nsɛm bɛhyɛ mu akyi pɛɛ no, nhyehyɛe no kyerɛw me. Yɛsrɛ sɛ hwɛ sɛ nhyehyɛe bi wɔ hɔ a ɛsɛ sɛ woyɛ.",ak,YES
msg_0765,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
msg_0766,The system logs me out immediately after I try to log in with my details. I have been trying for the past two hours without success.,en,YES
msg_0767,I tried resetting my password but I am not receiving any reset link in my email. I also cleared my cache and still faced the same problem.,en,YES
msg_0768,"Sɛ mesesa me password wie a, meda so ara ntumi nkɔ me passport account no so. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
msg_0769,"Beni otsake mi-password lɛ sɛɛ lɛ, minyɛɛɛ mikɛ mihe awo mi passport akaunt lɛ mli lolo. Mikɛ laptop kroko po bɔ mɔdɛŋ shi nɔ ko nɔ ko tsakeee.",ga,YES
msg_0770,Medze agbagba be nàgbugbɔ nye nyagbea aɖo gake nyemele reset link aɖeke xɔm le nye email me o. Kpe ɖe ŋunye nyuie be makpɔ esia gbɔ ale be mate ŋu ayi nye dɔwɔnua dzi.,ew,YES
